item,domaine,bloc,retenu,n_gauche,n_droite,gs_gauche,gs_centre,gs_droite,ratio_droite_gauche,ic_bas,ic_haut,p_permutation,p_holm,p_bh
QID278_11,economique,Economic preferences,True,909.000000,567.000000,0.480263,0.487795,0.487408,1.014877,0.975273,1.057182,0.484126,1.000000,0.639550
QID278_12,economique,Economic preferences,True,909.000000,567.000000,0.464779,0.475096,0.482373,1.037853,0.984709,1.092064,0.155792,1.000000,0.275807
QID278_13,economique,Economic preferences,True,909.000000,567.000000,0.426765,0.448599,0.461495,1.081380,0.990947,1.167078,0.047798,1.000000,0.110260
QID278_14,economique,Economic preferences,True,909.000000,567.000000,0.394198,0.426667,0.432828,1.097996,0.988718,1.204276,0.063797,1.000000,0.137287
QID279_1,economique,Economic preferences,True,909.000000,567.000000,0.477041,0.483613,0.500844,1.049899,1.021601,1.086060,0.001100,0.512574,0.004652
QID279_2,economique,Economic preferences,True,909.000000,567.000000,0.493087,0.497454,0.498975,1.011941,0.991452,1.032247,0.032198,1.000000,0.079711
QID279_3,economique,Economic preferences,True,909.000000,567.000000,0.500376,0.497998,0.484354,0.967982,0.932267,0.992461,0.001500,0.694465,0.006131
QID279_4,economique,Economic preferences,True,909.000000,567.000000,0.488846,0.482312,0.469024,0.959450,0.909590,1.002447,0.042248,1.000000,0.101295
QID279_5,economique,Economic preferences,True,909.000000,567.000000,0.480704,0.475871,0.450963,0.938130,0.880433,0.992445,0.019349,1.000000,0.053319
QID279_6,economique,Economic preferences,True,909.000000,567.000000,0.467663,0.444056,0.436679,0.933748,0.863965,0.998939,0.042848,1.000000,0.102331
QID279_7,economique,Economic preferences,True,909.000000,567.000000,0.444934,0.438112,0.436679,0.981448,0.903921,1.056176,0.649718,1.000000,0.768661
QID279_8,economique,Economic preferences,True,909.000000,567.000000,0.434180,0.414264,0.414842,0.955462,0.869117,1.036245,0.324934,1.000000,0.488604
QID279_9,economique,Economic preferences,True,909.000000,567.000000,0.390098,0.378214,0.389814,0.999273,0.890506,1.117428,1.000000,1.000000,1.000000
QID279_10,economique,Economic preferences,True,909.000000,567.000000,0.347281,0.319724,0.346290,0.997146,0.863259,1.152007,0.945403,1.000000,0.961005
QID279_11,economique,Economic preferences,True,909.000000,567.000000,0.334850,0.304943,0.346290,1.034163,0.898852,1.192338,0.692265,1.000000,0.797176
QID279_12,economique,Economic preferences,True,909.000000,567.000000,0.324557,0.287341,0.346290,1.066962,0.925612,1.233715,0.431328,1.000000,0.594296
QID279_13,economique,Economic preferences,True,909.000000,567.000000,0.311254,0.285087,0.346290,1.112565,0.961375,1.296004,0.182791,1.000000,0.313551
QID279_14,economique,Economic preferences,True,909.000000,567.000000,0.301653,0.275955,0.340344,1.128264,0.968332,1.309907,0.140843,1.000000,0.251155
QID117,economique,Economic preferences,True,909.000000,567.000000,0.773750,0.775609,0.776918,1.004093,0.973381,1.030905,0.782911,1.000000,0.845377
QID118,economique,Economic preferences,True,909.000000,567.000000,0.788806,0.819123,0.821826,1.041861,1.013980,1.070621,0.003550,1.000000,0.012717
QID119,economique,Economic preferences,True,909.000000,567.000000,0.674440,0.743439,0.760827,1.128086,1.063709,1.199277,0.000200,0.099395,0.001032
QID120,economique,Economic preferences,True,909.000000,567.000000,0.741702,0.781890,0.782832,1.055454,1.016451,1.093371,0.004500,1.000000,0.015482
QID121,economique,Economic preferences,True,909.000000,567.000000,0.660938,0.680921,0.715127,1.081988,1.024065,1.140105,0.006350,1.000000,0.021364
QID122,economique,Economic preferences,True,909.000000,567.000000,0.633881,0.666034,0.643159,1.014637,0.962788,1.063451,0.561072,1.000000,0.711393
QID28_1,personnalite,Personality,True,909.000000,567.000000,0.824840,0.822631,0.827672,1.003433,0.989418,1.015130,0.541923,1.000000,0.696653
QID28_2,personnalite,Personality,True,909.000000,567.000000,0.751421,0.752713,0.753068,1.002191,0.972521,1.035342,0.885306,1.000000,0.921626
QID28_3,personnalite,Personality,True,909.000000,567.000000,0.686709,0.651655,0.656072,0.955387,0.916277,0.994248,0.019299,1.000000,0.053319
QID28_4,personnalite,Personality,True,909.000000,567.000000,0.761487,0.772533,0.750326,0.985343,0.956700,1.013568,0.302635,1.000000,0.459613
QID28_5,personnalite,Personality,True,909.000000,567.000000,0.834904,0.845195,0.841662,1.008096,0.993891,1.019777,0.229489,1.000000,0.367786
QID28_6,personnalite,Personality,True,909.000000,567.000000,0.792435,0.768381,0.792429,0.999992,0.979281,1.020526,0.999300,1.000000,1.000000
QID28_7,personnalite,Personality,True,909.000000,567.000000,0.657027,0.655648,0.625597,0.952164,0.910010,0.992954,0.018599,1.000000,0.051721
QID28_8,personnalite,Personality,True,909.000000,567.000000,0.782006,0.764602,0.781106,0.998849,0.969450,1.023844,0.926554,1.000000,0.949951
QID28_9,personnalite,Personality,True,909.000000,567.000000,0.831063,0.834549,0.833230,1.002608,0.988141,1.017651,0.735863,1.000000,0.819270
QID28_10,personnalite,Personality,True,903.000000,562.000000,0.815935,0.819920,0.819343,1.004176,0.981121,1.022399,0.677516,1.000000,0.788058
QID31,personnalite,Personality,True,909.000000,567.000000,0.882761,0.872935,0.872087,0.987909,0.975721,0.997756,0.012949,1.000000,0.038469
QID32,personnalite,Personality,True,909.000000,567.000000,0.685541,0.696382,0.682097,0.994977,0.958717,1.032997,0.793910,1.000000,0.852718
QID33,personnalite,Personality,True,909.000000,567.000000,0.727980,0.702953,0.704744,0.968083,0.938703,0.992755,0.014149,1.000000,0.040838
QID34,personnalite,Personality,True,909.000000,567.000000,0.759849,0.763756,0.754414,0.992847,0.963522,1.020347,0.626069,1.000000,0.753510
QID126__mavr,personnalite,Personality,True,909.000000,567.000000,0.565258,0.445777,0.430273,0.761197,0.688884,0.841421,0.000050,0.030448,0.000350
QID128__mavr,personnalite,Personality,True,909.000000,567.000000,0.656984,0.587611,0.476589,0.725420,0.659968,0.787592,0.000050,0.030448,0.000350
QID129__mavr,personnalite,Personality,True,909.000000,567.000000,0.588518,0.535207,0.488137,0.829435,0.755331,0.905735,0.000150,0.076196,0.000816
QID130__mavr,personnalite,Personality,True,909.000000,567.000000,0.611744,0.593662,0.551293,0.901183,0.849925,0.949728,0.000250,0.122744,0.001248
QID131__mavr,personnalite,Personality,True,909.000000,567.000000,0.484674,0.399696,0.380684,0.785445,0.686432,0.882947,0.000150,0.076196,0.000816
QID132__mavr,personnalite,Personality,True,909.000000,567.000000,0.432019,0.364953,0.378273,0.875593,0.751277,1.012911,0.066247,1.000000,0.139477
QID133__mavr,personnalite,Personality,True,909.000000,567.000000,0.602024,0.556600,0.519821,0.863455,0.809414,0.915761,0.000050,0.030448,0.000350
QID134__mavr,personnalite,Personality,True,909.000000,567.000000,0.648953,0.603397,0.555699,0.856300,0.810889,0.904158,0.000050,0.030448,0.000350
QID136__mavr,personnalite,Personality,True,909.000000,567.000000,0.422207,0.360683,0.307925,0.729323,0.613123,0.854546,0.000150,0.076196,0.000816
QID137__mavr,personnalite,Personality,True,909.000000,567.000000,0.587422,0.575729,0.574732,0.978396,0.921654,1.042087,0.465677,1.000000,0.626916
QID138__mavr,personnalite,Personality,True,909.000000,567.000000,0.620099,0.625205,0.590343,0.952014,0.905324,0.996096,0.044198,1.000000,0.104733
QID139__mavr,personnalite,Personality,True,909.000000,567.000000,0.553995,0.493923,0.435526,0.786156,0.703451,0.874544,0.000100,0.052197,0.000603
QID140__mavr,personnalite,Personality,True,909.000000,567.000000,0.557923,0.471926,0.393890,0.705994,0.621301,0.795959,0.000050,0.030448,0.000350
QID141__mavr,personnalite,Personality,True,909.000000,567.000000,0.638260,0.597926,0.526327,0.824628,0.773996,0.873496,0.000050,0.030448,0.000350
QID142__mavr,personnalite,Personality,True,909.000000,567.000000,0.647834,0.629517,0.598201,0.923387,0.872710,0.972085,0.001900,0.868257,0.007465
QID143__mavr,personnalite,Personality,True,909.000000,567.000000,0.662317,0.625962,0.578926,0.874091,0.840136,0.906597,0.000050,0.030448,0.000350
QID144__mavr,personnalite,Personality,True,909.000000,567.000000,0.417715,0.365077,0.332760,0.796620,0.679480,0.933597,0.002850,1.000000,0.010648
QID145__mavr,personnalite,Personality,True,909.000000,567.000000,0.269835,0.281698,0.328011,1.215600,1.013894,1.475354,0.056297,1.000000,0.125586
QID146__mavr,personnalite,Personality,True,909.000000,567.000000,0.562156,0.537685,0.539888,0.960388,0.908566,1.014374,0.130443,1.000000,0.234337
QID147__mavr,personnalite,Personality,True,909.000000,567.000000,0.554879,0.539625,0.547061,0.985910,0.907683,1.070357,0.750612,1.000000,0.828121
QID148,personnalite,Personality,True,909.000000,567.000000,0.474089,0.483613,0.490150,1.033878,0.993842,1.075221,0.115044,1.000000,0.211760
QID234_1,personnalite,Personality,True,909.000000,567.000000,0.777296,0.771575,0.775746,0.998007,0.983933,1.010103,0.743963,1.000000,0.826776
QID234_2,personnalite,Personality,True,909.000000,567.000000,0.779840,0.769304,0.778949,0.998858,0.978976,1.017836,0.905155,1.000000,0.933393
QID234_3,personnalite,Personality,True,909.000000,567.000000,0.778914,0.784244,0.784633,1.007342,0.992745,1.020431,0.286336,1.000000,0.440350
QID234_4,personnalite,Personality,True,909.000000,567.000000,0.785406,0.786622,0.786627,1.001555,0.986194,1.016255,0.832008,1.000000,0.887378
QID234_5,personnalite,Personality,True,909.000000,567.000000,0.770075,0.771037,0.745060,0.967516,0.945909,0.986467,0.000100,0.052197,0.000603
QID234_6,personnalite,Personality,True,909.000000,567.000000,0.755996,0.753890,0.725136,0.959179,0.930704,0.982375,0.000850,0.402030,0.003778
QID234_7,personnalite,Personality,True,909.000000,567.000000,0.748065,0.757262,0.735992,0.983861,0.957313,1.006648,0.166842,1.000000,0.292814
QID234_12,personnalite,Personality,True,909.000000,567.000000,0.754785,0.750915,0.729822,0.966928,0.939323,0.991856,0.006850,1.000000,0.022795
QID234_8,personnalite,Personality,True,909.000000,567.000000,0.720814,0.741517,0.736285,1.021463,0.987086,1.054403,0.219789,1.000000,0.356937
QID234_9,personnalite,Personality,True,909.000000,567.000000,0.730684,0.754600,0.744399,1.018770,0.987688,1.046861,0.227989,1.000000,0.366828
QID234_10,personnalite,Personality,True,909.000000,567.000000,0.737108,0.750034,0.751553,1.019598,0.990305,1.047172,0.188241,1.000000,0.318440
QID234_11,personnalite,Personality,True,909.000000,567.000000,0.752233,0.765572,0.756333,1.005451,0.981721,1.027666,0.656867,1.000000,0.775256
QID236_1,personnalite,Personality,True,909.000000,567.000000,0.703157,0.710956,0.720468,1.024619,0.985299,1.061811,0.219489,1.000000,0.356937
QID236_2,personnalite,Personality,True,909.000000,567.000000,0.733478,0.728493,0.742243,1.011950,0.978172,1.046991,0.466327,1.000000,0.626916
QID236_3,personnalite,Personality,True,909.000000,567.000000,0.771385,0.783079,0.778993,1.009862,0.984865,1.033584,0.426129,1.000000,0.591877
QID236_4,personnalite,Personality,True,909.000000,567.000000,0.760491,0.773563,0.785181,1.032466,1.003565,1.059801,0.024299,1.000000,0.062970
QID236_5,personnalite,Personality,True,909.000000,567.000000,0.736250,0.726393,0.734752,0.997965,0.964989,1.029586,0.904155,1.000000,0.933393
QID236_6,personnalite,Personality,True,909.000000,567.000000,0.774473,0.772995,0.781018,1.008452,0.980388,1.036026,0.494275,1.000000,0.649895
QID236_7,personnalite,Personality,True,909.000000,567.000000,0.701577,0.692620,0.713457,1.016933,0.979622,1.054967,0.381581,1.000000,0.547571
QID236_8,personnalite,Personality,True,909.000000,567.000000,0.749628,0.756138,0.751609,1.002643,0.973735,1.031979,0.859757,1.000000,0.902745
QID236_9,personnalite,Personality,True,909.000000,567.000000,0.762274,0.765235,0.762297,1.000030,0.971181,1.026291,0.998350,1.000000,1.000000
QID236_10,personnalite,Personality,True,909.000000,567.000000,0.748409,0.745675,0.729866,0.975223,0.943425,1.004471,0.114044,1.000000,0.211103
QID236_11,personnalite,Personality,True,909.000000,567.000000,0.676677,0.679088,0.666087,0.984351,0.932300,1.038845,0.528624,1.000000,0.683507
QID236_12,personnalite,Personality,True,909.000000,567.000000,0.704020,0.681962,0.675348,0.959274,0.914212,1.003033,0.058147,1.000000,0.128769
QID236_13,personnalite,Personality,True,909.000000,567.000000,0.752691,0.756138,0.739800,0.982873,0.952823,1.012586,0.236438,1.000000,0.376939
QID237_1,personnalite,Personality,True,909.000000,567.000000,0.758720,0.766654,0.726052,0.956943,0.931697,0.979882,0.000100,0.052197,0.000603
QID237_2,personnalite,Personality,True,909.000000,567.000000,0.775701,0.768979,0.759287,0.978840,0.956080,0.998012,0.030648,1.000000,0.076496
QID237_3,personnalite,Personality,True,909.000000,567.000000,0.768063,0.772096,0.722668,0.940896,0.905318,0.971436,0.000100,0.052197,0.000603
QID237_4,personnalite,Personality,True,909.000000,567.000000,0.752919,0.754967,0.704358,0.935503,0.898230,0.972335,0.000300,0.146093,0.001462
QID237_5,personnalite,Personality,True,909.000000,567.000000,0.748467,0.758646,0.727722,0.972283,0.942705,1.000155,0.046348,1.000000,0.108080
QID237_6,personnalite,Personality,True,909.000000,567.000000,0.791522,0.783901,0.787662,0.995123,0.981526,1.007499,0.413029,1.000000,0.580556
QID237_7,personnalite,Personality,True,909.000000,567.000000,0.721221,0.750336,0.733106,1.016479,0.981097,1.048967,0.354232,1.000000,0.521081
QID237_8,personnalite,Personality,True,909.000000,567.000000,0.728949,0.718763,0.694586,0.952860,0.911180,0.989493,0.015299,1.000000,0.043538
QID237_9,personnalite,Personality,True,909.000000,567.000000,0.741411,0.735957,0.704632,0.950393,0.918870,0.981817,0.000950,0.445528,0.004074
QID237_10,personnalite,Personality,True,909.000000,567.000000,0.754675,0.769357,0.764684,1.013262,0.987464,1.038409,0.292785,1.000000,0.448006
QID237_11,personnalite,Personality,True,909.000000,567.000000,0.714788,0.691993,0.659145,0.922154,0.881264,0.960484,0.000100,0.052197,0.000603
QID237_12,personnalite,Personality,True,909.000000,567.000000,0.772837,0.777774,0.750058,0.970525,0.944913,0.992953,0.003800,1.000000,0.013376
QID238_1,personnalite,Personality,True,909.000000,567.000000,0.661845,0.679691,0.652588,0.986015,0.940922,1.030250,0.551422,1.000000,0.705496
QID238_2,personnalite,Personality,True,909.000000,567.000000,0.776162,0.768009,0.745296,0.960234,0.934954,0.982062,0.000250,0.122744,0.001248
QID238_3,personnalite,Personality,True,909.000000,567.000000,0.733790,0.741180,0.687351,0.936713,0.903194,0.973259,0.000600,0.287986,0.002768
QID238_4,personnalite,Personality,True,909.000000,567.000000,0.742213,0.728753,0.736808,0.992718,0.958537,1.022133,0.650017,1.000000,0.768661
QID238_5,personnalite,Personality,True,909.000000,567.000000,0.765592,0.763188,0.771253,1.007394,0.987864,1.025518,0.452577,1.000000,0.615222
QID238_6,personnalite,Personality,True,909.000000,567.000000,0.665666,0.696814,0.672986,1.010997,0.964548,1.053849,0.631368,1.000000,0.753942
QID238_7,personnalite,Personality,True,909.000000,567.000000,0.679759,0.673605,0.658347,0.968501,0.926299,1.009969,0.109795,1.000000,0.204480
QID238_8,personnalite,Personality,True,909.000000,567.000000,0.744593,0.724808,0.719296,0.966026,0.936098,0.996146,0.018349,1.000000,0.051260
QID238_9,personnalite,Personality,True,909.000000,567.000000,0.774516,0.777821,0.779996,1.007076,0.989688,1.022148,0.427629,1.000000,0.591877
QID238_10,personnalite,Personality,True,909.000000,567.000000,0.755376,0.765235,0.746381,0.988092,0.961675,1.013568,0.348783,1.000000,0.514306
QID238_11,personnalite,Personality,True,909.000000,567.000000,0.751940,0.738234,0.704894,0.937434,0.899083,0.971168,0.000300,0.146093,0.001462
QID238_12,personnalite,Personality,True,909.000000,567.000000,0.705500,0.704124,0.668829,0.948021,0.913548,0.983640,0.007350,1.000000,0.024194
QID238_21,personnalite,Personality,True,909.000000,567.000000,0.706297,0.701238,0.652227,0.923446,0.889278,0.960625,0.000200,0.099395,0.001032
QID238_22,personnalite,Personality,True,909.000000,567.000000,0.758439,0.774249,0.767065,1.011374,0.986314,1.033934,0.358182,1.000000,0.525621
QID238_23,personnalite,Personality,True,909.000000,567.000000,0.723112,0.733591,0.714298,0.987812,0.953223,1.018996,0.457527,1.000000,0.620566
QID239_1,personnalite,Personality,True,909.000000,567.000000,0.768453,0.778247,0.779622,1.014534,0.997495,1.030908,0.081996,1.000000,0.164804
QID239_2,personnalite,Personality,True,909.000000,567.000000,0.763050,0.765607,0.767277,1.005540,0.977506,1.029946,0.666067,1.000000,0.780067
QID239_3,personnalite,Personality,True,909.000000,567.000000,0.773254,0.783943,0.779809,1.008478,0.991106,1.026734,0.390980,1.000000,0.557628
QID239_4,personnalite,Personality,True,909.000000,567.000000,0.782530,0.789846,0.769446,0.983280,0.961920,1.001577,0.062697,1.000000,0.135399
QID239_5,personnalite,Personality,True,909.000000,567.000000,0.753331,0.740352,0.719546,0.955153,0.929234,0.978963,0.000750,0.356232,0.003358
QID239_6,personnalite,Personality,True,909.000000,567.000000,0.773763,0.764277,0.776033,1.002934,0.987133,1.018003,0.717564,1.000000,0.809253
QID221__mavr,cognitif,Cognitive tests,True,908.000000,567.000000,0.571847,0.569021,0.562342,0.983379,0.924655,1.053257,0.613369,1.000000,0.747084
QID231,economique,Economic preferences,True,909.000000,567.000000,0.543910,0.551804,0.593845,1.091808,0.993904,1.188675,0.056997,1.000000,0.126683
QID287_1,attitudes,False consensus,True,909.000000,567.000000,0.636472,0.764140,0.761506,1.196449,1.156805,1.234100,0.000050,0.030448,0.000350
QID287_2,attitudes,False consensus,True,909.000000,567.000000,0.669395,0.729788,0.792797,1.184348,1.159929,1.210335,0.000050,0.030448,0.000350
QID287_3,attitudes,False consensus,True,909.000000,567.000000,0.575634,0.751607,0.782090,1.358660,1.307406,1.417711,0.000050,0.030448,0.000350
QID287_4,attitudes,False consensus,True,909.000000,567.000000,0.399531,0.697719,0.792579,1.983771,1.829690,2.169554,0.000050,0.030448,0.000350
QID287_5,attitudes,False consensus,True,909.000000,567.000000,0.632076,0.683884,0.732620,1.159070,1.113594,1.206614,0.000050,0.030448,0.000350
QID287_6,attitudes,False consensus,True,909.000000,567.000000,0.509642,0.762419,0.774375,1.519450,1.432179,1.624362,0.000050,0.030448,0.000350
QID287_7,attitudes,False consensus,True,909.000000,567.000000,0.417555,0.668701,0.758621,1.816817,1.688830,1.973417,0.000050,0.030448,0.000350
QID287_10,attitudes,False consensus,True,909.000000,567.000000,0.414124,0.678602,0.794598,1.918746,1.758598,2.111077,0.000050,0.030448,0.000350
QID287_11,attitudes,False consensus,True,909.000000,567.000000,0.747886,0.773492,0.561364,0.750601,0.697766,0.803072,0.000050,0.030448,0.000350
QID287_12,attitudes,False consensus,True,909.000000,567.000000,0.789932,0.729806,0.723584,0.916008,0.894869,0.935608,0.000050,0.030448,0.000350
QID158,heuristiques_biais,Disease-loss,True,462.000000,288.000000,0.774582,0.763050,0.796022,1.027680,0.991047,1.058638,0.085996,1.000000,0.169487
QID160_1,heuristiques_biais,Linda-conjunction,True,445.000000,291.000000,0.736330,0.748329,0.801446,1.088433,1.050285,1.128469,0.000150,0.076196,0.000816
QID160_2,heuristiques_biais,Linda-conjunction,True,445.000000,291.000000,0.746847,0.768245,0.795142,1.064665,1.028410,1.100760,0.001300,0.604470,0.005460
QID160_3,heuristiques_biais,Linda-conjunction,True,445.000000,291.000000,0.751463,0.784328,0.793364,1.055760,1.018651,1.095891,0.008850,1.000000,0.027780
QID161,heuristiques_biais,Outcome bias - success,True,474.000000,283.000000,0.599147,0.694592,0.680475,1.135739,1.033641,1.241526,0.010849,1.000000,0.033356
QID165,heuristiques_biais,Anchoring - African countries high,True,480.000000,281.000000,0.286630,0.300104,0.239909,0.836997,0.597899,1.083745,0.202990,1.000000,0.335923
QID169,heuristiques_biais,Anchoring - redwood high,True,454.000000,269.000000,0.446402,0.471697,0.458581,1.027281,0.920958,1.130112,0.590670,1.000000,0.731135
QID171,heuristiques_biais,Less is More Gamble A,True,326.000000,191.000000,0.702312,0.717245,0.695674,0.990547,0.916454,1.056865,0.796160,1.000000,0.853630
QID174,heuristiques_biais,Proportion dominance 1A,True,326.000000,191.000000,0.623483,0.691794,0.730504,1.171651,1.085693,1.261918,0.000200,0.099395,0.001032
QID177,heuristiques_biais,Proportion dominance 2A,True,326.000000,191.000000,0.779103,0.788272,0.816533,1.048043,1.012454,1.076835,0.003650,1.000000,0.012923
QID184,heuristiques_biais,Absolute vs. relative - jacket,True,439.000000,282.000000,0.437046,0.472303,0.450670,1.031174,0.930150,1.146601,0.587321,1.000000,0.730887
QID191,heuristiques_biais,WTA/WTP Thaler - WTP noncertainty,True,323.000000,177.000000,0.712036,0.685979,0.718606,1.009227,0.954413,1.065005,0.725014,1.000000,0.813137
QID192,heuristiques_biais,Allais Form 1,True,465.000000,295.000000,0.433315,0.441285,0.402767,0.929502,0.809222,1.044119,0.262137,1.000000,0.407248
QID195,heuristiques_biais,Myside German,True,467.000000,295.000000,0.734907,0.774555,0.796541,1.083866,1.053082,1.112565,0.000050,0.030448,0.000350
QID203_1,heuristiques_biais,Probability matching vs. maximizing - Problem 2,True,447.000000,278.000000,0.081580,0.088992,0.082903,1.016210,0.475829,1.971983,0.958502,1.000000,0.968039
QID203_2,heuristiques_biais,Probability matching vs. maximizing - Problem 2,True,447.000000,278.000000,0.242694,0.236102,0.262447,1.081390,0.794180,1.422435,0.603170,1.000000,0.740076
QID203_3,heuristiques_biais,Probability matching vs. maximizing - Problem 2,True,447.000000,278.000000,0.439301,0.430963,0.451523,1.027821,0.915389,1.140977,0.610919,1.000000,0.745591
QID203_4,heuristiques_biais,Probability matching vs. maximizing - Problem 2,True,447.000000,278.000000,0.319640,0.328195,0.327169,1.023557,0.811837,1.260913,0.845008,1.000000,0.894193
QID203_5,heuristiques_biais,Probability matching vs. maximizing - Problem 2,True,447.000000,278.000000,0.446926,0.467110,0.476846,1.066947,0.984231,1.163489,0.159092,1.000000,0.280020
QID203_6,heuristiques_biais,Probability matching vs. maximizing - Problem 2,True,447.000000,278.000000,0.484666,0.476811,0.493390,1.018000,0.966583,1.070271,0.483726,1.000000,0.639550
QID288_1,heuristiques_biais,Non-experimental heuristics and biases,True,909.000000,567.000000,0.640162,0.690130,0.707187,1.104700,1.065302,1.146544,0.000050,0.030448,0.000350
QID288_2,heuristiques_biais,Non-experimental heuristics and biases,True,909.000000,567.000000,0.752083,0.759770,0.792791,1.054127,1.025022,1.084409,0.000600,0.287986,0.002768
QID288_3,heuristiques_biais,Non-experimental heuristics and biases,True,909.000000,567.000000,0.836076,0.838819,0.835811,0.999682,0.984352,1.011261,0.956802,1.000000,0.968039
QID288_4,heuristiques_biais,Non-experimental heuristics and biases,True,909.000000,567.000000,0.818552,0.830261,0.819258,1.000863,0.977925,1.018322,0.922504,1.000000,0.947394
QID289_1,heuristiques_biais,Non-experimental heuristics and biases,True,909.000000,567.000000,0.782757,0.778838,0.769121,0.982580,0.957535,1.003886,0.115094,1.000000,0.211760
QID289_2,heuristiques_biais,Non-experimental heuristics and biases,True,909.000000,567.000000,0.709813,0.724341,0.760060,1.070789,1.038802,1.101656,0.000050,0.030448,0.000350
QID289_3,heuristiques_biais,Non-experimental heuristics and biases,True,909.000000,567.000000,0.728132,0.737856,0.745477,1.023821,0.995362,1.050336,0.078596,1.000000,0.159550
QID289_4,heuristiques_biais,Non-experimental heuristics and biases,True,909.000000,567.000000,0.729821,0.732065,0.745172,1.021033,0.994267,1.045607,0.105445,1.000000,0.198479
QID291,heuristiques_biais,Non-experimental heuristics and biases,True,909.000000,567.000000,0.692837,0.721022,0.716274,1.033828,1.004354,1.066628,0.008350,1.000000,0.026622
QID196,heuristiques_biais,Non-experimental heuristics and biases,True,909.000000,567.000000,0.445666,0.474310,0.470781,1.056355,0.989874,1.114075,0.092245,1.000000,0.179481
QID9_1,prix,Product Preferences - Pricing,True,909.000000,567.000000,0.485236,0.488345,0.499910,1.030241,1.006895,1.058539,0.029149,1.000000,0.073658
QID9_2,prix,Product Preferences - Pricing,True,909.000000,567.000000,0.478451,0.491397,0.500620,1.046335,1.018181,1.080074,0.003100,1.000000,0.011441
QID9_3,prix,Product Preferences - Pricing,True,909.000000,567.000000,0.491972,0.495177,0.500433,1.017198,1.001049,1.038117,0.079396,1.000000,0.160638
QID9_4,prix,Product Preferences - Pricing,True,909.000000,567.000000,0.474593,0.499346,0.500869,1.055366,1.024590,1.091117,0.000900,0.424779,0.003915
QID9_5,prix,Product Preferences - Pricing,True,909.000000,567.000000,0.490470,0.495886,0.500533,1.020517,1.003065,1.042919,0.055397,1.000000,0.124952
QID9_6,prix,Product Preferences - Pricing,True,909.000000,567.000000,0.490155,0.479568,0.499187,1.018427,0.996600,1.042672,0.119844,1.000000,0.218518
QID9_7,prix,Product Preferences - Pricing,True,909.000000,567.000000,0.489510,0.500145,0.493890,1.008946,0.979631,1.035764,0.518774,1.000000,0.676517
QID9_8,prix,Product Preferences - Pricing,True,909.000000,567.000000,0.491972,0.486074,0.499386,1.015070,0.994487,1.038390,0.182541,1.000000,0.313551
QID9_9,prix,Product Preferences - Pricing,True,909.000000,567.000000,0.485619,0.489924,0.498514,1.026554,1.000157,1.053794,0.059747,1.000000,0.130416
QID9_10,prix,Product Preferences - Pricing,True,909.000000,567.000000,0.483249,0.493615,0.500620,1.035947,1.011486,1.060765,0.003850,1.000000,0.013474
QID9_11,prix,Product Preferences - Pricing,True,909.000000,567.000000,0.481572,0.494804,0.498975,1.036138,1.007940,1.069531,0.022749,1.000000,0.060634
QID9_12,prix,Product Preferences - Pricing,True,909.000000,567.000000,0.478451,0.495537,0.495086,1.034769,1.001373,1.068264,0.065547,1.000000,0.139299
QID9_13,prix,Product Preferences - Pricing,True,909.000000,567.000000,0.487814,0.494023,0.491646,1.007855,0.974192,1.037254,0.625919,1.000000,0.753510
QID9_14,prix,Product Preferences - Pricing,True,909.000000,567.000000,0.479818,0.480272,0.493890,1.029328,0.995928,1.062383,0.117294,1.000000,0.215151
QID9_15,prix,Product Preferences - Pricing,True,909.000000,567.000000,0.494124,0.492320,0.497728,1.007295,0.983802,1.029031,0.523774,1.000000,0.681577
QID9_16,prix,Product Preferences - Pricing,True,909.000000,567.000000,0.479818,0.490427,0.498264,1.038445,1.009462,1.071043,0.022499,1.000000,0.060634
QID9_17,prix,Product Preferences - Pricing,True,909.000000,567.000000,0.475587,0.499861,0.498750,1.048705,1.015254,1.086981,0.007950,1.000000,0.025615
QID9_18,prix,Product Preferences - Pricing,True,909.000000,567.000000,0.494124,0.490427,0.495460,1.002704,0.977170,1.026062,0.788361,1.000000,0.849061
QID9_19,prix,Product Preferences - Pricing,True,909.000000,567.000000,0.486370,0.497454,0.497143,1.022149,0.993071,1.053949,0.131493,1.000000,0.235528
QID9_20,prix,Product Preferences - Pricing,True,909.000000,567.000000,0.476076,0.492320,0.500321,1.050926,1.021221,1.085832,0.003250,1.000000,0.011851
QID9_21,prix,Product Preferences - Pricing,True,909.000000,567.000000,0.489181,0.497732,0.500757,1.023665,1.004427,1.049951,0.024999,1.000000,0.064509
QID9_22,prix,Product Preferences - Pricing,True,909.000000,567.000000,0.487460,0.492320,0.498003,1.021627,0.996523,1.049000,0.117644,1.000000,0.215151
QID9_23,prix,Product Preferences - Pricing,True,909.000000,567.000000,0.483249,0.489924,0.493466,1.021142,0.990134,1.053023,0.228289,1.000000,0.366828
QID9_24,prix,Product Preferences - Pricing,True,909.000000,567.000000,0.486370,0.488345,0.498975,1.025917,1.001279,1.054787,0.064747,1.000000,0.138841
QID9_25,prix,Product Preferences - Pricing,True,909.000000,567.000000,0.481572,0.493615,0.498514,1.035180,1.007941,1.068318,0.031848,1.000000,0.079166
QID9_26,prix,Product Preferences - Pricing,True,909.000000,567.000000,0.488846,0.483613,0.498975,1.020719,0.998573,1.044516,0.097545,1.000000,0.186808
